Task name: Group 14
Task description: -

Date of output: 23.2.2022

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Education_Mean_years_of_schooling (subset), 1 - 1	-
	Default Partial Cedent	Unemployment (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Fragile_State_Index( Alert -> Warning)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
366	Year_(2017) :  (Education_Mean_years_of_schooling(9.1)  ->  Education_Mean_years_of_schooling(10.6)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.85	0.6666666667	-0.025	-0.404494382	0.1348484848	3	0.4	0.4545454545	1.3869565217	3	2.5	2.2	1.3869565217	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	4	42	130	6	178	0.3333333333	0.0416666667	0.7415730337	0.0112359551	0.0454545455	0.3484848485	1.3484848485	0.999945	0.00127	0.9999999996	0.0000000013	1	0	0.4609882503	0.2476044724	22	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	
357	Year_(2017) :  (Education_Mean_years_of_schooling(10.1)  ->  Education_Mean_years_of_schooling(10.6)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.85	0.6666666667	-0.025	-0.404494382	0.1348484848	3	0.4	0.4545454545	1.3869565217	3	2.5	2.2	1.3869565217	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	4	42	130	6	178	0.3333333333	0.0416666667	0.7415730337	0.0112359551	0.0454545455	0.3484848485	1.3484848485	0.999945	0.00127	0.9999999996	0.0000000013	1	0	0.4609882503	0.2476044724	22	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	
348	Year_(2017) :  (Education_Mean_years_of_schooling(11.3)  ->  Education_Mean_years_of_schooling(10.6)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.85	0.6666666667	-0.025	-0.404494382	0.1348484848	3	0.4	0.4545454545	1.3869565217	3	2.5	2.2	1.3869565217	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	4	42	130	6	178	0.3333333333	0.0416666667	0.7415730337	0.0112359551	0.0454545455	0.3484848485	1.3484848485	0.999945	0.00127	0.9999999996	0.0000000013	1	0	0.4609882503	0.2476044724	22	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	
339	Year_(2017) :  (Education_Mean_years_of_schooling(11.8)  ->  Education_Mean_years_of_schooling(10.6)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.85	0.6666666667	-0.025	-0.404494382	0.1348484848	3	0.4	0.4545454545	1.3869565217	3	2.5	2.2	1.3869565217	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	4	42	130	6	178	0.3333333333	0.0416666667	0.7415730337	0.0112359551	0.0454545455	0.3484848485	1.3484848485	0.999945	0.00127	0.9999999996	0.0000000013	1	0	0.4609882503	0.2476044724	22	0.375	0.375	0.1613743061	0.0001765003	0.0000060274	
269	Year_(2017) :  (Education_Mean_years_of_schooling(3)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
270	Year_(2017) :  (Education_Mean_years_of_schooling(3)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
458	Year_(2017) :  (Education_Mean_years_of_schooling(3.7)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
459	Year_(2017) :  (Education_Mean_years_of_schooling(3.7)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
449	Year_(2017) :  (Education_Mean_years_of_schooling(4.3)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
450	Year_(2017) :  (Education_Mean_years_of_schooling(4.3)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
260	Year_(2017) :  (Education_Mean_years_of_schooling(4.7)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
261	Year_(2017) :  (Education_Mean_years_of_schooling(4.7)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
440	Year_(2017) :  (Education_Mean_years_of_schooling(4.8)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
441	Year_(2017) :  (Education_Mean_years_of_schooling(4.8)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
251	Year_(2017) :  (Education_Mean_years_of_schooling(5.1)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
252	Year_(2017) :  (Education_Mean_years_of_schooling(5.1)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0184782609	-0.4101123596	-0.5393939394	2	0.575	0.4552238806	0.4725925926	2	1.7391304348	2.1967213115	2.1159874608	3	0	117	58	3	178	1	0.025	0.3426966292	0.0168539326	0.025	0.4833333333	1.4833333333	0.729	1	1	0	1	0	0.3038815117	1.4748571429	38	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
431	Year_(2017) :  (Education_Mean_years_of_schooling(5.2)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
432	Year_(2017) :  (Education_Mean_years_of_schooling(5.2)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
422	Year_(2017) :  (Education_Mean_years_of_schooling(5.5)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
423	Year_(2017) :  (Education_Mean_years_of_schooling(5.5)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
413	Year_(2017) :  (Education_Mean_years_of_schooling(5.6)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
414	Year_(2017) :  (Education_Mean_years_of_schooling(5.6)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
116	Year_(2017) :  (Education_Mean_years_of_schooling(6.1)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0101449275	-0.404494382	-0.5393939394	2	0.7666666667	0.4626865672	0.4725925926	2	1.3043478261	2.1612903226	2.1159874608	4	0	116	58	4	178	1	0.0333333333	0.3483146067	0.0224719101	0.0333333333	0.4833333333	1.4833333333	0.6561	1	1	0	1	0	0.2031664964	1.9777777778	28	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
117	Year_(2017) :  (Education_Mean_years_of_schooling(6.1)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0101449275	-0.404494382	-0.5393939394	2	0.7666666667	0.4626865672	0.4725925926	2	1.3043478261	2.1612903226	2.1159874608	4	0	116	58	4	178	1	0.0333333333	0.3483146067	0.0224719101	0.0333333333	0.4833333333	1.4833333333	0.6561	1	1	0	1	0	0.2031664964	1.9777777778	28	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
55	Year_(2017) :  (Education_Mean_years_of_schooling(6.5)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0018115942	-0.3988764045	-0.5393939394	2	0.9583333333	0.4701492537	0.4725925926	2	1.0434782609	2.126984127	2.1159874608	5	0	115	58	5	178	1	0.0416666667	0.3539325843	0.0280898876	0.0416666667	0.4833333333	1.4833333333	0.59049	1	1	0	1	0	0.1354443309	2.4865125241	22	0.8571428571	0.8571428571	0.1237179148	0.4685590086	0.2649081105	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
56	Year_(2017) :  (Education_Mean_years_of_schooling(6.5)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0018115942	-0.3988764045	-0.5393939394	2	0.9583333333	0.4701492537	0.4725925926	2	1.0434782609	2.126984127	2.1159874608	5	0	115	58	5	178	1	0.0416666667	0.3539325843	0.0280898876	0.0416666667	0.4833333333	1.4833333333	0.59049	1	1	0	1	0	0.1354443309	2.4865125241	22	0.8571428571	0.8571428571	0.1237179148	0.4685590086	0.2649081105	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
404	Year_(2017) :  (Education_Mean_years_of_schooling(6.8)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
405	Year_(2017) :  (Education_Mean_years_of_schooling(6.8)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
395	Year_(2017) :  (Education_Mean_years_of_schooling(6.9)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
396	Year_(2017) :  (Education_Mean_years_of_schooling(6.9)  ->  Education_Mean_years_of_schooling(12.3)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
386	Year_(2017) :  (Education_Mean_years_of_schooling(7.2)  ->  Education_Mean_years_of_schooling(13)) >÷< (Fragile_State_Index(Alert)  ->  Fragile_State_Index(Warning))	0.86	0.5	-0.0268115942	-0.4157303371	-0.5393939394	2	0.3833333333	0.447761194	0.4725925926	2	2.6086956522	2.2333333333	2.1159874608	2	0	118	58	2	178	1	0.0166666667	0.3370786517	0.0112359551	0.0166666667	0.4833333333	1.4833333333	0.81	1	1	0	1	0	0.4532470006	0.9776515152	58	0.75	0.75	0.1936491673	0.271	0.1426250001	2	2	42	132	4	178	0.5	0.0434782609	0.7528089888	0.0112359551	0.0454545455	1.0227272727	2.0227272727	0.9963	0.0523	0.9999999958	0.0000000129	1	0	0.2557398591	1.4053946568	21	0.5	0.5	0.1889822365	0.0085600036	0.0011581255	
